Code,Facility Name,Province,County,Sub County,Ward
19452,Eastern Medical Clinic,Nairobi,Nairobi,Embakasi Central,Kayole North
16568,Eastern Medical Consultants,Meru,Meru,Imenti North,Municipality
23308,Eastgate Medical Centre,Mandera,Mandera,Mandera East,Township
12930,Eastleigh Health Centre,Nairobi,Nairobi,Kamukunji,Airbase
23824,EASTMED Clinic Naivasha,Nakuru,Nakuru,Naivasha,Viwandani
23861,Easton Pharmacy (Uchumi House),Nairobi,Nairobi,Starehe,Nairobi Central
23978,EastValley Nursing Home(Naivasha),Nakuru,Nakuru,Naivasha,Lake View
22164,Ebenezar Medical clinic,Meru,Meru,Imenti South,Igoji East
10157,Ebenezar Medical Clinic (Muranga North),Nyeri,Nyeri,Mukurweini,Rugi
11994,Ebenezer Dispensary,Makueni,Makueni,Mbooni,Mbooni
23608,Ebenezer Health Care,Siaya,Siaya,Ugenya,West Ugenya
10161,Ebenezer Intergrated Health Services,Kiambu,Kiambu,Thika Town,Township
25082,EBENEZER MEDICAL CLINIC (Homabay),Homa Bay,Homa Bay,Ndhiwa,Kwabwai
10158,Ebenezer Medical Clinic (Lari),Kiambu,Kiambu,Lari,Lari/Kirenga
11362,Ebenezer Medical Clinic (Malindi),Kilifi,Kilifi,Malindi,Malindi Town
10160,Ebenezer Medical Clinic (Nyeri South),Nyeri,Nyeri,Nyeri Central,Rware
23227,Ebenezer Medical Clinic (Trans Nzoia),Trans Nzoia,Trans Nzoia,Saboti,Matisi
16761,Ebenezer Nursing Home,Bungoma,Bungoma,Tongaren,Soysambu/Mitua
20549,Ebenezer Reproductive health clinic,Narok,Narok,Narok East,Ildamat
13536,Eberege Health Centre,Kisii,Kisii,Bomachoge Borabu,Magenche
13537,Ebiosi Dispensary,Kisii,Kisii,Bobasi,Nyacheki
20515,Ebuhala Health Centre,Kakamega,Kakamega,Khwisero,Kisa West
15865,Ebukanga Dispensary,Vihiga,Vihiga,Emuhaya,West Bunyore
25341,Ebukhaya Dispensary,Vihiga,Vihiga,Emuhaya,Central Bunyore
17113,Ebukoolo Dispensary,Vihiga,Vihiga,Emuhaya,West Bunyore
16975,Eburi Dispensary,Kisii,Kisii,South Mugirango,Moticho
14425,Eburru Dispensary,Nakuru,Nakuru,Gilgil,Mbaruk/Eburu
15866,Ebusiratsi Health Centre,Vihiga,Vihiga,Emuhaya,North East Bunyore
15867,Ebusyubi Dispensary,Vihiga,Vihiga,Luanda,Mwibona
24884,Ebwiranyi Dispensary,Vihiga,Vihiga,Luanda,Mwibona
16499,Ecclesiates Gathuthuma Bamako,Nyeri,Nyeri,Mathira East,Iriaini
20632,Eclipse Medical Centre,Mombasa,Mombasa,Nyali,Kadzandani
24740,Eclipse Medical Clinic,Nyeri,Nyeri,Nyeri Central,Kamakwa/Mukaro
13220,Edarp Donholm Clinic,Nairobi,Nairobi,Embakasi East,Upper Savannah
17719,Edarp Komarock Health Centre,Nairobi,Nairobi,Embakasi Central,Komarock
13191,Edarp Soweto Health Centre,Nairobi,Nairobi,Embakasi East,Lower Savannah
20611,Edcef Care Health Services,Kiambu,Kiambu,Lari,Nyanduma
10162,Eddiana Hospital,Kiambu,Kiambu,Ruiru,Kiuu
12931,Eden Dispensary,Nairobi,Nairobi,Langata,Mugumo-ini
11363,Eden Medical Clinic,Mombasa,Mombasa,Jomvu,Mikindani
17315,Eden Medical Clinic (Kapsoit),Kericho,Kericho,Ainamoi,Kapsoit
23892,Edison Twagiramungu,Kiambu,Kiambu,Thika Town,Kamenu
18197,Edkar Medical Clinic,Kajiado,Kajiado,Kajiado North,Ngong
12934,Edna Maternity,Nairobi,Nairobi,Kamukunji,Eastleigh South
18359,Educational Assessment and Resource Centre,Kakamega,Kakamega,Mumias West,Mumias Central
10163,Edward Nyaga Clinic,Kirinyaga,Kirinyaga,Kirinyaga South,Murinduko
23573,Efombo Medical Clinic,Kwale,Kwale,Matuga,Waangombeni
16449,Egago Dispensary,Vihiga,Vihiga,Vihiga,South Maragoli
11364,Egah Medical Clinic,Kilifi,Kilifi,Malindi,Shella
14426,Egerton University,Nakuru,Nakuru,Njoro,Kihingo
13538,Egetonto Health Centre,Kisii,Kisii,Bomachoge Chache,Majoge Basi
19984,Egetuki GOK Dispensary,Kisii,Kisii,Bomachoge Chache,Majoge Basi
13539,Egetuki Medical Clinic,Kisii,Kisii,Bomachoge Chache,Boochi/Tendere
11995,Ekalakala Health Centre,Machakos,Machakos,Masinga,Ekalakala
11996,Ekalakala Medical Clinic,Machakos,Machakos,Masinga,Ekalakala
15868,Ekamanji Dispensary,Vihiga,Vihiga,Luanda,Luanda Township
20673,Ekambuli Health Centre,Kakamega,Kakamega,Khwisero,Kisa Central
17600,Ekani Dispensary,Kitui,Kitui,Kitui South,Kanziku
13540,Ekerenyo Sub-District Hospital,Nyamira,Nyamira,Nyamira North,Ekerenyo
22732,EKERONGO,Kisii,Kisii,South Mugirango,Getenga
16422,Ekerubo Dispensary,Kisii,Kisii,Bonchari,Bomorenda
13541,Ekerubo Health Centre (Masaba South),Kisii,Kisii,Nyaribari Masaba,Ichuni
19971,Ekialo Kiona VCT,Homa Bay,Homa Bay,Mbita,Mfangano Island
21389,Ekicheles Dispensary,Turkana,Turkana,Kibish,Kibish
22627,ekiendege dispensary,Kisii,Kisii,Bonchari,Bomorenda
25139,Ekiriam Medicare Centre,Turkana,Turkana,Turkana Central,Kanamkemer
15869,Ekitale Dispensary,Bungoma,Bungoma,Kanduyi,West Sang'alo
15870,Ekwanda Health Centre,Vihiga,Vihiga,Luanda,Luanda South
11997,El Hadi Dispensary,Marsabit,Marsabit,North Horr,Dukana
18170,El Kambere Nomadic Clinic,Garissa,Garissa,Hulugho,Hulugho
23934,El.Gibhor Medical Clinic,Kakamega,Kakamega,Mumias West,Mumias Central
14427,Elangata Enterit Dispensary,Narok,Narok,Narok South,Maji Moto/Naroosura
13332,Elben Dispensary,Wajir,Wajir,Tarbaj,Elben
23829,Elbor Dispensary,Marsabit,Marsabit,Moyale,Uran
24146,Elbur Jordan Health Care,Nakuru,Nakuru,Molo,Elburgon
14428,Elburgon (PCEA) Dispensary,Nakuru,Nakuru,Molo,Elburgon
14430,Elburgon Maternity and Nursing Home,Nakuru,Nakuru,Molo,Elburgon
14431,Elburgon Sub-District Hospital,Nakuru,Nakuru,Molo,Elburgon
20054,ELCK Central Diocese Springs of Life Lutheran Dispensary,Nairobi,Nairobi,Kibra,Sarang'ombe
14964,Eldama Ravine (AIC) Health Centre,Baringo,Baringo,Koibatek,Ravine
19324,Eldama Ravine Medical Centre,Baringo,Baringo,Koibatek,Ravine
19322,Eldama Ravine Nursing Home,Baringo,Baringo,Koibatek,Ravine
14432,Eldama Ravine Sub County Hospital,Baringo,Baringo,Koibatek,Ravine
22252,El-Danada Dispensary,Mandera,Mandera,Mandera West,Dandu
13333,Eldas Health Centre,Wajir,Wajir,Eldas,Eldas
21772,Eldas Nomadic Clinic,Wajir,Wajir,Eldas,Eldas
16290,Eldere Dispensary,Garissa,Garissa,Lagdera,Modogashe
24642,Eldo Eye Center Limited,Uasin Gishu,Uasin Gishu,Ainabkoi,Kapsoya
24690,Eldo Eye Health Services,Nandi,Nandi,Nandi Hills,Nandi Hills
14434,Eldoret Airport Dispensary,Uasin Gishu,Uasin Gishu,Kapseret,Ngeria
14435,Eldoret Hospital,Uasin Gishu,Uasin Gishu,Ainabkoi,Kapsoya
24638,Eldoret Huduma Centre,Uasin Gishu,Uasin Gishu,Soy,Kuinet/Kapsuswa
23648,Eldoret Medical Diagnostics,Uasin Gishu,Uasin Gishu,Moiben,Kimumu
18978,Eldoret Medical Services,Uasin Gishu,Uasin Gishu,Turbo,Huruma
17874,Eldoret MTC Clinic,Uasin Gishu,Uasin Gishu,Kapseret,Kipkenyo
25256,Eldoret Oncology Associates,Uasin Gishu,Uasin Gishu,Ainabkoi,Kapsoya
18669,Eldoret Rapha Medical Centre,Uasin Gishu,Uasin Gishu,Moiben,Kimumu
18861,Eldoret Regional Blood Bank,Uasin Gishu,Uasin Gishu,Ainabkoi,Kapsoya
17351,Eldume Dispensary,Baringo,Baringo,Marigat,Iichamus
25231,Ele Dimtu Dispensary,Marsabit,Marsabit,Moyale,Uran
19032,Elele Dispensary,Mandera,Mandera,Mandera South,Wargudud
23699,Elelea Dispensary,Turkana,Turkana,Turkana Central,Kerio Delta
14436,Elelea Health Centre,Turkana,Turkana,Turkana East,Katilia
16379,Elementeita Dispensary,Nakuru,Nakuru,Gilgil,Elementaita
24573,Elephant Dental,Kiambu,Kiambu,Thika Town,Township
14231,Elephant Dental Clinic Lodwar,Turkana,Turkana,Turkana Central,Lodwar Township
24283,Elevated Medical Services,Kiambu,Kiambu,Ruiru,Gitothua
11999,Elgade Dispensary,Marsabit,Marsabit,North Horr,Maikona
14437,Elgeyo Boader Dispensary,Uasin Gishu,Uasin Gishu,Moiben,Tembelio
21025,Elgeyo Marakwet County Beyond Zero Mobile Clinic,Elgeyo Marakwet,Elgeyo Marakwet,Keiyo North,Kapchemutwa
17229,El-golicha Dispensary,Mandera,Mandera,Mandera South,Elwak North
23789,Elgon Sunrise Medical Centre,Busia,Busia,Teso North,Malaba Central
14438,Elgon View Hospital,Uasin Gishu,Uasin Gishu,Kesses,Racecourse
15871,Elgon view Medical Cottage,Bungoma,Bungoma,Kanduyi,Khalaba
25491,Eliang'oma Dispensary,Vihiga,Vihiga,Luanda,Emabungo
20664,Elias Medical Clinic,Kiambu,Kiambu,Juja,Kalimoni
25372,Elikya Medical Centre,Kiambu,Kiambu,Kikuyu,Sigona
16883,Elim Family Community Care,Kisumu,Kisumu,Nyando,Kobura
23739,Elimundani Health Care,Embu,Embu,Mbeere South,Mavuria
18146,Elis Medicare,Tharaka Nithi,Tharaka Nithi,Muthambi,Muthambi
24633,Elisheva Medical Clinic,Nakuru,Nakuru,Gilgil,Elementaita
19836,Elite Clinic,Nyandarua,Nyandarua,Kinangop,Engineer
14439,Elite Medical Clinic,Kajiado,Kajiado,Kajiado North,Nkaimurunya
18031,Elite Medical Clinic (Bungoma East),Bungoma,Bungoma,Webuye East,Maraka
19708,Elite Medical Clinic (Mathira West),Nyeri,Nyeri,Mathira West,Kirimukuyu
14440,Eliye Springs (AIC) Dispensary,Turkana,Turkana,Turkana Central,Kang'atotha
18846,Eliye Springs Community Dispensary,Turkana,Turkana,Turkana Central,Kang'atotha
20767,Elkambere Dispensary,Garissa,Garissa,Hulugho,Hulugho
12001,El-Molo Bay Dispensary,Marsabit,Marsabit,Laisamis,Loiyangalani
13334,Elnoor Dispensary,Wajir,Wajir,Eldas,Elnur/Tula Tula
24951,Eloi medical clinic,Nyeri,Nyeri,Kieni West,Mwiyogo/Endarasha
17230,El-Ram Dispensary,Mandera,Mandera,Mandera South,Kutulo
25042,Elshaddai Gitari Medical Clinic,Tharaka Nithi,Tharaka Nithi,Muthambi,Mitheru
21950,Eluanata Dispensary,Kajiado,Kajiado,Kajiado Central,Matapato South
18361,Eluche Dispensary,Kakamega,Kakamega,Mumias East,East Wanga
15872,Elukhambi Dispensary,Kakamega,Kakamega,Lurambi,Butsotso South
19272,Elwak Health Centre,Mandera,Mandera,Mandera South,Elwak South
22412,Elwak Nursing Home,Mandera,Mandera,Mandera South,Elwak South
22669,elwakana,Kakamega,Kakamega,Mumias East,Lusheya/Lubinu
22668,elwakana dispensary ( Mumias East),Kakamega,Kakamega,Mumias East,Lusheya/Lubinu
22670,Elwakana Dispensary (Kakamega),Kakamega,Kakamega,Mumias East,Lusheya/Lubinu
16714,Elwangale Health Centre,Kakamega,Kakamega,Khwisero,Kisa East
15873,Elwasambi Dispensary,Kakamega,Kakamega,Mumias East,Lusheya/Lubinu
15874,Elwesero Model Health Centre,Kakamega,Kakamega,Lurambi,Shirere
18165,Emahene Medical Clinic,Kakamega,Kakamega,Khwisero,Kisa Central
24857,Emaiyian Central Medical Services,Nakuru,Nakuru,Naivasha,Maeilla
12467,Emali Health Services,Makueni,Makueni,Kibwezi West,Emali/Mulala
18260,Emali model health Centre,Makueni,Makueni,Kibwezi West,Emali/Mulala
12002,Emali Nursing Home,Makueni,Makueni,Kibwezi West,Emali/Mulala
23944,Emalia Community Health Centre,Migori,Migori,Kuria West,Isibania
17409,Emalindi Health Centre,Kakamega,Kakamega,Khwisero,Kisa East
19270,Emanuel Medical Clinic,Kajiado,Kajiado,Kajiado Central,Matapato North
14441,Emaroro Dispensary,Kajiado,Kajiado,Kajiado East,Imaroro
14442,Emarti Health Centre,Narok,Narok,Transmara West,Kimintet
16867,Ematiha Dispensary,Kakamega,Kakamega,Navakholo,Ingoste-matiha
24257,Ematsuli Community Medical Clinic,Vihiga,Vihiga,Emuhaya,North East Bunyore
15875,Ematsuli Dispensary,Vihiga,Vihiga,Emuhaya,North East Bunyore
22968,Emayian Medical Clinic,Narok,Narok,Narok West,Mara
12935,Embakasi Health Centre,Nairobi,Nairobi,Embakasi East,Embakasi
19437,Embakasi Medical Centre,Nairobi,Nairobi,Embakasi South,Kware
10166,Embaringo Dispensary,Nyeri,Nyeri,Kieni West,Gatarakwa
24097,Emboasis Dispensary,West Pokot,West Pokot,West Pokot,Kapenguria
18073,Embomos Dispensary,Bomet,Bomet,Konoin,Embomos
13543,Embonga Health Centre,Nyamira,Nyamira,Nyamira,Bogichora
12003,Embori Farm Clinic,Meru,Meru,Buuri,Kisima
25212,Embu Children  Tenri(Makima),Embu,Embu,Mbeere South,Makima
12790,Embu Children Hospital,Embu,Embu,Manyatta,Mbeti North
21377,Embu County Beyond Zero Clinic,Embu,Embu,Manyatta,Kirimari
21117,Embu Drop In Centre,Embu,Embu,Manyatta,Kirimari
16238,Embu KMTC Dispensary,Embu,Embu,Manyatta,Kirimari
24046,Embu Medical Centre,Embu,Embu,Manyatta,Kirimari
12004,Embu Provincial General Hospital,Embu,Embu,Manyatta,Kirimari
24826,Embu Tumaini Medical Services,Embu,Embu,Manyatta,Kirimari
20204,Embu Univesity College Health Unit,Embu,Embu,Manyatta,Kirimari
14445,Embulbul Catholic Dispensary,Kajiado,Kajiado,Kajiado North,Oloolua
17164,Embu-Mbeere Hospice,Embu,Embu,Mbeere South,Mbeti South
16349,EMC Kimumu Dispensary,Uasin Gishu,Uasin Gishu,Moiben,Kimumu
23471,Emdin Medical Clinic,Nandi,Nandi,Nandi Hills,Ol'lessos
23196,Emenyenche Dispensary (Kitutu Masaba),Nyamira,Nyamira,Masaba North,Gesima
24067,Emenyenche dispensary (Nyamira),Nyamira,Nyamira,Masaba North,Gesima
21215,Emerging Infectious Disease Center,Nairobi,Nairobi,Westlands,Parklands/Highridge
17272,Emeroka Dispensary,Kisii,Kisii,Nyaribari Masaba,Kiamokama
17184,EMESC Medical Clinic,Turkana,Turkana,Turkana Central,Lodwar Township
14446,Emining Health Centre,Baringo,Baringo,Mogotio,Emining
19005,Emirates Medical Clinic,Garissa,Garissa,Garissa,Township
14447,Emitik Dispensary,Nakuru,Nakuru,Kuresoi South,Kiptagich
21893,Emkwen Dispensary,Uasin Gishu,Uasin Gishu,Turbo,Kiplombe
17425,Emmah Medical Clinic,Kiambu,Kiambu,Githunguri,Komothai
17456,Emmanuel Church Clinic (Neema ya Yesu clinic),Nairobi,Nairobi,Langata,Mugumo-ini
17574,Emmanuel Community Health Clinic,Nyeri,Nyeri,Mukurweini,Mukurwe-ini Central
12005,Emmanuel Kigari (ACK) Dispensary,Embu,Embu,Manyatta,Ruguru-ngandori
10167,Emmanuel M/C VCT Centre,Kiambu,Kiambu,Thika Town,Hospital
24525,Emmanuel Medical and Eye Clinic,Machakos,Machakos,Matungulu,Tala
18893,Emmanuel Medical Centre,Nairobi,Nairobi,Embakasi East,Lower Savannah
16707,Emmanuel Medical Clinic (Bungoma East),Bungoma,Bungoma,Webuye East,Ndivisi
21709,Emmanuel Medical Clinic (Embu),Embu,Embu,Manyatta,Ruguru-ngandori
16743,Emmanuel Medical Clinic (Kangundo),Machakos,Machakos,Matungulu,Matungulu West
10168,Emmanuel Medical Clinic (Nyeri North),Nyeri,Nyeri,Kieni West,Mugunda
22183,Emmanuel Medical Clinic (Nyeri),Nyeri,Nyeri,Nyeri Central,Rware
14443,Emmaus Clinic,Nakuru,Nakuru,Kuresoi South,Amalo
24354,Emormor Medical Clinic,Busia,Busia,Teso North,Malaba Central
14448,Emotoroki Dispensary,Kajiado,Kajiado,Kajiado Central,Matapato North
14444,Empough Dispensary,West Pokot,West Pokot,West Pokot,Sook
14449,Emsea Dispensary,Elgeyo Marakwet,Elgeyo Marakwet,Keiyo South,Soy North
20010,Emsos Dispensary,Baringo,Baringo,Mogotio,Kisanana
15876,Emuhaya Sub County Referral Hospital,Vihiga,Vihiga,Luanda,Emabungo
20039,Emukaba Dispensary,Kakamega,Kakamega,Lurambi,Butsotso East
15877,Emukaya Clinic,Kakamega,Kakamega,Navakholo,Shinoyi-shikomari-esumeiya
14450,Emumwenyi Dispensary,Kajiado,Kajiado,Loitokitok,Rombo
14451,Emurua Dikir Dispensary,Kajiado,Kajiado,Kajiado Central,Matapato North
14452,Emurua Dikirr Health Centre,Narok,Narok,Transmara East,Iikerin
24926,Emurutoto Health Centre,Narok,Narok,Transmara West,Lolgorian
16762,Emusanda Health Centre,Kakamega,Kakamega,Lurambi,Butsotso Central
15878,Emusenjeli Dispensary,Vihiga,Vihiga,Luanda,Wemilabi
16979,Emusire Sub County Hospital,Vihiga,Vihiga,Emuhaya,Central Bunyore
16055,Emutsesa Health Centre,Kakamega,Kakamega,Khwisero,Kisa Central
12007,Ena Dispensary,Embu,Embu,Runyenjes,Kagaari South
14453,Enabelbel Health Centre,Narok,Narok,Narok North,Olorropil
14454,Enaibor Ajijik Dispensary,Narok,Narok,Narok North,Melili
17519,Enanga Medical Clinic,Kakamega,Kakamega,Khwisero,Kisa East
20915,Enaramatishoreki Health Centre,Narok,Narok,Narok East,Ildamat
19730,Endarasha Medical Clinic,Nyeri,Nyeri,Kieni West,Mwiyogo/Endarasha
10170,Endarasha Rural Health Centre,Nyeri,Nyeri,Kieni West,Mwiyogo/Endarasha
12008,Endau Dispensary,Kitui,Kitui,Kitui East,Endau/Malalani
14455,Endebess Sub- County Hospital,Trans Nzoia,Trans Nzoia,Endebess,Endebess
12009,Endei Dispensary,Machakos,Machakos,Masinga,Kivaa
13544,Endiba Health Centre,Nyamira,Nyamira,Borabu,Kiabonyoru
14456,Endo Health Centre,Elgeyo Marakwet,Elgeyo Marakwet,Marakwet East,Endo
14457,Endoinyo Erinka Dispensary,Narok,Narok,Narok West,Mara
17746,Endoinyo Narasha Dispensary,Narok,Narok,Narok West,Siana
19360,Enego Dispensary,Nandi,Nandi,Aldai,Koyo/Ndurio
17221,Enesampulai Dispensary,Narok,Narok,Narok North,Melili
14458,Engashura Health Centre,Nakuru,Nakuru,Nakuru North,Kiamaina
10171,Engineer District Hospital,Nyandarua,Nyandarua,Kinangop,Gathara
17557,Engineer Medical Clinic,Nyandarua,Nyandarua,Kinangop,Engineer
17910,Engos Health Centre Africa Mission Services,Narok,Narok,Transmara West,Lolgorian
10172,Enkasiti Roses Farm Clinic,Kiambu,Kiambu,Thika Town,Ngoliba
21173,Enkipai Dispensary,Narok,Narok,Transmara West,Kimintet
14460,Enkirgirri Dispensary,Kajiado,Kajiado,Kajiado East,Kaputiei North
14461,Enkirotet Medical Clinic,Kajiado,Kajiado,Loitokitok,Rombo
22485,Enkisukudo Dispensary,Kajiado,Kajiado,Kajiado West,Iloodokilani
15600,Enkitok Joy Nursing Home,Kajiado,Kajiado,Kajiado West,Keekonyokie
14462,Enkitoria Dispensary,Narok,Narok,Narok West,Siana
25250,Enkoireroi  Dispensary,Kajiado,Kajiado,Kajiado West,Ewuaso Oo Nkidong'i
17813,Enkongu Narok Dispensary,Kajiado,Kajiado,Loitokitok,Entonet/Lenkism
14463,Enkorika Health Centre,Kajiado,Kajiado,Kajiado Central,Dalalekutuk
17784,Enkutoto Dispensary,Narok,Narok,Narok South,Maji Moto/Naroosura
24793,ENOCKHAN HOSPITAL,Migori,Migori,Suna East,Kwa
14465,Enoosaen Health Centre,Narok,Narok,Transmara West,Keyian
14466,Enoosaen ZH Clinic,Narok,Narok,Transmara West,Keyian
21130,Enooseyia Dispensary,Narok,Narok,Narok East,Ildamat
17730,Ensakia Dispensary,Nyamira,Nyamira,Borabu,Esise
13545,Entanda Health Centre,Kisii,Kisii,Kitutu Chache North,Monyerero
16424,Entanke Dispensary,Kisii,Kisii,Bonchari,Bomariba
14467,Entarara Health Centre,Kajiado,Kajiado,Loitokitok,Rombo
17457,Entargeeti Dispensary,Narok,Narok,Transmara West,Shankoe
17320,Entargerti Dispensary,Narok,Narok,Transmara West,Shankoe
14479,Entasekera Health Centre,Narok,Narok,Narok South,Loita
14469,Entasopia Health Centre,Kajiado,Kajiado,Kajiado West,Magadi
14471,Entontol Dispensary,Narok,Narok,Narok North,Melili
17430,Enzai Afya Medical Clinic,Makueni,Makueni,Kilome,Mukaa
22914,Enzai Dispensary,Makueni,Makueni,Kilome,Mukaa
15879,Enzaro Health Centre,Vihiga,Vihiga,Vihiga,South Maragoli
12011,Enziu Dispensary,Kitui,Kitui,Mwingi Central,Waita
17281,Epkee Dispensary,Elgeyo Marakwet,Elgeyo Marakwet,Keiyo South,Soy North
21392,Epur Dispensary,Turkana,Turkana,Turkana North,Lakezone
20443,Equator Clinic,Busia,Busia,Matayos,Burumba
14474,Equator Health Centre,Baringo,Baringo,Koibatek,Mumberes/Maji Mazuri
24526,Equator Medical Centre,Nairobi,Nairobi,Roysambu,Roysambu
15880,Equator Nursing and Maternity Home,Vihiga,Vihiga,Luanda,Luanda Township
22084,Equity Afia Clinic (Buruburu),Nairobi,Nairobi,Makadara,Maringo/Hamza
21738,Equity Afia Clinic(Ongata Rongai),Kajiado,Kajiado,Kajiado North,Ongata Rongai
22791,Equity Afia Kawangware,Nairobi,Nairobi,Dagoretti North,Kawangware
22784,Equity Afia Kayole,Nairobi,Nairobi,Embakasi Central,Kayole South
25170,Equity Afia Medical Centre Ruiru,Kiambu,Kiambu,Ruiru,Biashara
25057,Equity Afia Medical Clinic,Nyeri,Nyeri,Nyeri Central,Rware
25433,Equity Afia Utawala Medical Centre,Nairobi,Nairobi,Embakasi East,Mihango
22434,Equity Afya Medical Clinic Thika,Kiambu,Kiambu,Thika Town,Township
17916,Equity Medical Clinic,Makueni,Makueni,Kibwezi West,Kikumbulyu South
20351,Equity Medical Clinic (Embulbul),Kajiado,Kajiado,Kajiado North,Oloolua
23423,Equra Health Kenya,Uasin Gishu,Uasin Gishu,Ainabkoi,Kapsoya
13546,Eramba Health Centre,Kisii,Kisii,Kitutu Chache North,Marani
22758,Eregi Teachers Training College Clinic,Kakamega,Kakamega,Ikolomani,Idakho South
12012,Eremet Dispensary,Isiolo,Isiolo,Isiolo,Burat
18089,Eremit Dispensary,Kajiado,Kajiado,Kajiado West,Ewuaso Oo Nkidong'i
14475,Ereteti Dispensary,Kajiado,Kajiado,Kajiado West,Keekonyokie
17925,Ereteti Dispensary (Narok South),Narok,Narok,Narok South,Ololulung'a
14476,Ereto Health Centre,Narok,Narok,Narok East,Keekonyokie
24103,Erick Mokua Eye Clinic,Kisii,Kisii,Kitutu Chache South,Kitutu Central
25199,ERIPOTO MEDICAL CENTER,Narok,Narok,Narok South,Ololulung'a
13547,Eronge Health Centre,Nyamira,Nyamira,Borabu,Esise
24963,Erusiai Dispensary,Narok,Narok,Narok North,Melili
14477,Esageri Health Centre,Baringo,Baringo,Koibatek,Koibatek
13548,Esani Sub-District Hospital,Nyamira,Nyamira,Masaba North,Gesima
17263,Escarpment Dispensary,Kiambu,Kiambu,Lari,Lari/Kirenga
19725,Escutar Health Partners Medical Clinic,Machakos,Machakos,Mwala,Masii
19899,Eshiabwali Health Centre,Kakamega,Kakamega,Khwisero,Kisa East
18940,Eshibimbi Health Centre,Kakamega,Kakamega,Butere,Marama North
21788,Eshibinga Health Centre,Kakamega,Kakamega,Khwisero,Kisa East
20679,Eshikalame Dispensary,Kakamega,Kakamega,Mumias West,Musanda
15882,Eshikhuyu Dispensary,Kakamega,Kakamega,Lurambi,Butsotso Central
17217,Eshikulu Dispensary,Kakamega,Kakamega,Mumias West,Etenje
16115,Eshinutsa Health Centre,Kakamega,Kakamega,Khwisero,Kisa East
15883,Eshiongo Dispensary,Kakamega,Kakamega,Navakholo,Shinoyi-shikomari-esumeiya
17133,Eshirembe Dispensary,Kakamega,Kakamega,Lurambi,Butsotso South
16763,Eshisiru Catholic Dispensary,Kakamega,Kakamega,Lurambi,Butsotso Central
20803,Eshisiru Medical Cottage,Kakamega,Kakamega,Lurambi,Shirere
11368,Eshu Dispensary,Kwale,Kwale,Msambweni,Ramisi
13549,Esianyi Dispensary,Nyamira,Nyamira,Nyamira North,Magwagwa
15885,Esiarambatsi Health Centre,Vihiga,Vihiga,Emuhaya,North East Bunyore
20171,Esikulu Dispensary,Busia,Busia,Matayos,Bukhayo West
25340,Esirulo Dispensary,Vihiga,Vihiga,Emuhaya,Central Bunyore
15887,Esitsaba Dispensary,Vihiga,Vihiga,Luanda,Emabungo
20847,Eskot Dispensary,Isiolo,Isiolo,Garbatulla,Garba Tulla
16427,Esonorua Dispensary,Kajiado,Kajiado,Kajiado West,Keekonyokie
25286,Essaba Dispensary,Vihiga,Vihiga,Emuhaya,Central Bunyore
22951,Esther Medical Clinic,Meru,Meru,Imenti South,Mitunguu
14478,Esther Memorial Nursing Home,Nakuru,Nakuru,Nakuru North,Kiamaina
13550,Etago Sub-county Hospital,Kisii,Kisii,South Mugirango,Borabu/Chitago
14480,Ethi Dispensary,Laikipia,Laikipia,Laikipia North,Mugogodo East
13551,Etono Health Centre,Nyamira,Nyamira,Nyamira North,Bomwagamo
24802,Eturungi Dispensary,Nyamira,Nyamira,Borabu,Kiabonyoru
23891,Eullopath Healthcare Clinic,Machakos,Machakos,Kangundo,Kangundo Central
10173,Eunice Medical Clinic,Nyeri,Nyeri,Nyeri South,Iria-ini
18134,Eunik Highway Medical Clinic,Makueni,Makueni,Makueni,Wote
24512,Euphrates Medical Clinic,Kiambu,Kiambu,Thika Town,Kamenu
22351,Euraka Medical Centre,Nairobi,Nairobi,Embakasi East,Upper Savannah
24404,Eureka Medical Clinic (Meru),Meru,Meru,Tigania West,Kianjai
14481,Eureka Medical Clinic (Turkana),Turkana,Turkana,Turkana West,Lokichoggio
14482,Euvan Medical Clinic,Nakuru,Nakuru,Nakuru North,Bahati
23580,Eva Eye Clinic,Machakos,Machakos,Machakos,Machakos Central
21849,Evans Healthcare Clinic LTD,Homa Bay,Homa Bay,Rachuonyo South,West Kamagak
20220,Everest Health Care (Mwingi Central),Kitui,Kitui,Mwingi Central,Central
18719,Everest Medical Clinic,Meru,Meru,Imenti North,Municipality
14483,Ewaso Dispensary,Laikipia,Laikipia,Laikipia North,Mugogodo West
14484,Ewaso Ngiro Dispensary,Narok,Narok,Narok North,Narok Town
14485,Ewaso Ngiro Health Centre,Narok,Narok,Narok South,Maji Moto/Naroosura
14486,Ewuaso Kedong Health Centre,Kajiado,Kajiado,Kajiado West,Ewuaso Oo Nkidong'i
12006,Ex Lewa Dispensary,Meru,Meru,Buuri,Kisima
13336,Excel Health Services,Garissa,Garissa,Garissa,Township
22020,Exodan Medical clinic,Kiambu,Kiambu,Kikuyu,Karai
19443,Exodus Community Health Care,Nairobi,Nairobi,Embakasi Central,Kayole Central
21445,EXODUS MC,Baringo,Baringo,Marigat,Iichamus
19632,Express Medical Clinic,Nyeri,Nyeri,Mathira East,Karatina Town
23510,Exselle Health Care,Nairobi,Nairobi,Embakasi East,Upper Savannah
18632,Eye Care Centre,Meru,Meru,Imenti North,Municipality
