Code,Facility Name,Province,County,Sub County,Ward
23928,Alif  Medical Centre,Nairobi,Nairobi,Kamukunji,Airbase
20882,Alika Medical clinic,Kiambu,Kiambu,Kabete,Kabete
20249,Aliki Medical Centre Banana,Kiambu,Kiambu,Kiambaa,Karuri
17012,Alikune Dispensary,Garissa,Garissa,Dadaab,Abakaile
13281,Alimaow Health Centre,Wajir,Wajir,Wajir East,Township
24767,Alimax Medical Clinic,Kirinyaga,Kirinyaga,Kirinyaga South,Nyangati
25195,Alina Medical Centre,Kajiado,Kajiado,Kajiado North,Ongata Rongai
13282,Alinjugur Health Centre,Garissa,Garissa,Fafi,Jarajila
23518,Aljezeera Hospital,Garissa,Garissa,Garissa,Galbet
10021,All Day Medical Clinic,Muranga,Muranga,Mathioya,Kiru
15794,Alliance Clinic,Vihiga,Vihiga,Sabatia,Chavakali
22045,Alliance community medical centre,Migori,Migori,Awendo,South Sakwa
17847,Alliance Medical Center,Nairobi,Nairobi,Kamukunji,California
22926,Alliance Medical Centre (Mombasa),Mombasa,Mombasa,Mvita,Tononoka
18999,Alliance Medical Clinic,Garissa,Garissa,Garissa,Township
24197,Alluc Medical Centre,Kisumu,Kisumu,Seme,West Seme
16874,Almacy Medical Clinic,Siaya,Siaya,Bondo,West Yimbo
13284,Al-Maqdis ENT Clinic,Garissa,Garissa,Garissa,Township
16557,Almed Health Products,Mandera,Mandera,Mandera East,Township
23874,Almiraj Medical clinic,Wajir,Wajir,Wajir East,Township
23477,Almisbah Nursing Home,Mandera,Mandera,Mandera South,Elwak South
11212,Alms House Dispensary (Tononoka),Mombasa,Mombasa,Mvita,Tudor
19653,Alms House Dispensary (Tudor),Mombasa,Mombasa,Mvita,Tudor
18404,Al-Mumtaz Medical Clinic,Garissa,Garissa,Garissa,Iftin
24603,Aloete Dispensary,Busia,Busia,Teso North,Ang'urai East
11213,Alpesan Medical Clinic,Mombasa,Mombasa,Changamwe,Airport
25449,Alpha Bliss Health Clinic,Kiambu,Kiambu,Juja,Juja
18067,Alpha Community Health Clinic (Migori),Migori,Migori,Suna West,Ragana-oruba
25016,Alpha Health Care Medical Clinic,Kiambu,Kiambu,Kikuyu,Nachu
22251,Alpha Hill Medical Centre,Nandi,Nandi,Chesumei,Lelmoko/Ngechek
22743,Alpha Links Medical Clinic,Kiambu,Kiambu,Kiambu Town,Riabai
19880,Alpha Medical Agency,Vihiga,Vihiga,Sabatia,Chavakali
23234,Alpha Medical Centre Thigio,Kiambu,Kiambu,Limuru,Ndeiya
16321,Alpha Medical Clinic,Samburu,Samburu,Samburu Central,Maralal
17850,Alpha Medical Clinic (Butere),Kakamega,Kakamega,Butere,Marama West
20992,Alpha Medical Clinic (Kambu),Makueni,Makueni,Kibwezi East,Ivingoni/Nzambani
20929,Alpha Nursing Home,Machakos,Machakos,Masinga,Kivaa
24540,Alphabliss Healthcare Clinic(Naivasha),Nakuru,Nakuru,Naivasha,Maeilla
23821,Alphil Maternity and Nursing Home,Nakuru,Nakuru,Nakuru East,Menengai
23539,Alphil Medical Centre,Nakuru,Nakuru,Nakuru East,Nakuru East
25169,Alphil Medical Centre Limited,Baringo,Baringo,Marigat,Mochongoi
23646,Alphima Medical Clinic,Uasin Gishu,Uasin Gishu,Moiben,Kimumu
20831,Alphine Health Care Medical Clinic,Bungoma,Bungoma,Kanduyi,Khalaba
21149,Alphond Medical Centre,Kakamega,Kakamega,Mumias West,Mumias Central
24568,Alpo  medical centre,Kisumu,Kisumu,Nyando,Awasi/Onjiko
23942,Al-Rahman Nursing Home,Mandera,Mandera,Mandera East,Arabia
19461,Al-Ramah Healthcare,Garissa,Garissa,Garissa,Waberi
11214,Alriyadh Medical Clinic,Mombasa,Mombasa,Changamwe,Airport
24505,Al-safa Health Care Clinic,Garissa,Garissa,Garissa,Waberi
13287,Al-Siha Nursing Home,Mandera,Mandera,Mandera East,Township
25444,Alter Care Limited,Nairobi,Nairobi,Dagoretti South,Riruta
13472,Alum Beach Dispensary,Homa Bay,Homa Bay,Karachuonyo,West Karachuonyo
22261,Alungu Dispensary,Mandera,Mandera,Lafey,Lafey
13473,Aluor Mission Health Centre,Siaya,Siaya,Gem,South Gem
15795,Alupe Sub County Referral Hospital,Busia,Busia,Teso South,Ang'orom
22059,Alwalidayn Dispensary,Kwale,Kwale,Msambweni,Kinondo
10023,AMA (Africa Muslim Agency) Clinic,Kiambu,Kiambu,Thika Town,Kamenu
24154,AMA Dispensary,Marsabit,Marsabit,Saku,Marsabit Central
19215,Amaal Annex nursing,Mandera,Mandera,Mandera East,Township
15797,Amaase Dispensary,Busia,Busia,Teso South,Chakol South
15796,Amagoro Nursing Home,Busia,Busia,Teso North,Malaba Central
20684,Amaiga Dispensary,Nyamira,Nyamira,Manga,Kamera
14198,Amakuriat Dispensary,West Pokot,West Pokot,Pokot North,Alale
16308,Amal Medical Clinic,Mandera,Mandera,Mandera East,Township
23811,Amane Cottage Hospital,Busia,Busia,Matayos,Burumba
10024,Amani Clinic,Nyeri,Nyeri,Mathira East,Konyu
19001,Amani Clinic  (Garissa),Garissa,Garissa,Garissa,Iftin
11215,Amani Family Medical Clinic,Kilifi,Kilifi,Kilifi North,Dabaso
23436,Amani Medical Centre,Uasin Gishu,Uasin Gishu,Ainabkoi,Kapsoya
13474,Amani Medical Centre (Suneka),Kisii,Kisii,Bonchari,Bomorenda
21850,Amani Medical Clinic (Homabay),Homa Bay,Homa Bay,Rachuonyo South,West Kamagak
11216,Amani Medical Clinic (Jomvu),Mombasa,Mombasa,Jomvu,Jomvu Kuu
11925,Amani Medical Clinic (Kibwezi),Makueni,Makueni,Kibwezi East,Mtito Andei
11217,Amani Medical Clinic (Kilifi),Kilifi,Kilifi,Kilifi North,Mnarani
24400,Amani Medical clinic (Kisumu),Kisumu,Kisumu,Kisumu West,Kisumu North
17559,Amani Medical Clinic (Magumu),Nyandarua,Nyandarua,Kinangop,Magumu
11219,Amani Medical Clinic (Malindi),Kilifi,Kilifi,Magarini,Adu
19075,Amani Medical Clinic (Meru),Meru,Meru,Imenti North,Ntima East
17561,Amani Medical Clinic (Murungaru),Nyandarua,Nyandarua,Kinangop,Murungaru
10026,Amani Medical Clinic (Nyeri North),Nyeri,Nyeri,Kieni West,Mwiyogo/Endarasha
17495,Amani medical clinic murungaru,Nyandarua,Nyandarua,Kinangop,Murungaru
17624,Amani VCT,Mombasa,Mombasa,Mvita,Mji Wa Kale/Makadara
13475,Amatierio Health Centre,Nyamira,Nyamira,Borabu,Kiabonyoru
23780,Amazing Grace Medical Clinic (Kitui),Kitui,Kitui,Mwingi Central,Mui
19656,Amazing Grace Medical Clinic (Nyandarua),Nyandarua,Nyandarua,Oljoroorok,Weru
11927,Ambalo Dispensary,Marsabit,Marsabit,Moyale,Obbu
18751,Ambassadors for Sustained Health Community HC,Trans Nzoia,Trans Nzoia,Kiminini,Waitaluk
13476,Ambira Sub-County Hospital,Siaya,Siaya,Ugunja,Ugunja
10027,Amboni Dispensary,Nyeri,Nyeri,Kieni West,Mweiga
14200,Amboseli Dispensary,Kajiado,Kajiado,Loitokitok,Entonet/Lenkism
14201,Amboseli Serena Lodge Clinic,Kajiado,Kajiado,Loitokitok,Entonet/Lenkism
24948,Amilia Medical Centre,Bungoma,Bungoma,Bumula,Khasoko
19022,Amina Medical Clinic,Kilifi,Kilifi,Kilifi South,Mtepeni
24371,Amity Family Medical Clinic,Kajiado,Kajiado,Kajiado East,Kitengela
24596,Amkeni DIC (Shella),Kilifi,Kilifi,Malindi,Shella
25412,Ammusait General Hospital,Turkana,Turkana,Turkana West,Kakuma
20170,Among'ura Community Dispensary,Busia,Busia,Teso South,Chakol South
16768,Amoyo Dispensary,Homa Bay,Homa Bay,Ndhiwa,Kanyadoto
24421,Amoyo Healthcare Medical Clinic,Siaya,Siaya,Bondo,South Sakwa
23815,Amref Medical Centre (Wilson Airport),Nairobi,Nairobi,Langata,Nairobi West
11928,Amugaa Health Centre,Meru,Meru,Tigania East,Thangatha
15798,Amukura Health Centre,Busia,Busia,Teso South,Amukura East
15799,Amukura Mission Health Centre,Busia,Busia,Teso South,Amukura East
13288,Amuma Dispensary,Garissa,Garissa,Fafi,Jarajila
13289,Amuma Mobile Dispensary,Garissa,Garissa,Fafi,Fafi
11929,Amungeti Catholic Dispensary,Meru,Meru,Igembe South,Kanuni
20116,Amurt Health Care Centre,Kilifi,Kilifi,Malindi,Shella
12870,Amurt Health Centre,Nairobi,Nairobi,Westlands,Mountain View
11221,Amurt Health Centre (Likoni),Mombasa,Mombasa,Likoni,Bofu
17062,Amwamba Dispensary,Meru,Meru,Igembe South,Akachiu
22242,Anama Medical Clinic,Uasin Gishu,Uasin Gishu,Soy,Moi's Bridge
24833,Anams Plus Dental Services,Kiambu,Kiambu,Thika Town,Kamenu
20753,Anderi Dispensary,Samburu,Samburu,Samburu North,Nyiro
14203,Andersen Medical Centre,Trans Nzoia,Trans Nzoia,Endebess,Chepchoina
13477,Anding'o Opanga Dispensary,Kisumu,Kisumu,Nyakach,West Nyakach
23478,Andiwo Dispensary,Homa Bay,Homa Bay,Ndhiwa,Kanyamwa Kologi
18770,Andulus Medical Clinic,Nairobi,Nairobi,Kamukunji,Eastleigh North
13478,Aneko Dispensary,Migori,Migori,Nyatike,Got Kachola
23682,Anfac Nursing Home,Garissa,Garissa,Garissa,Iftin
17050,Angaga Dispensary,Migori,Migori,Awendo,South Sakwa
14205,Angata Health Centre,Narok,Narok,Transmara West,Angata Barikoi
17274,Angata Nanyokie Dispensary,Samburu,Samburu,Samburu North,Angata Nayokie
24719,Angata Rongai Dispensary,Samburu,Samburu,Samburu Central,Suguta Marmar
18272,Angaza VCT,Nairobi,Nairobi,Embakasi Central,Kayole Central
18627,Angelic Medical Centre,Kiambu,Kiambu,Kiambu Town,Township
24949,Angeline Health Care,Kisumu,Kisumu,Kisumu East,Manyatta B
18923,Angels Medical Services,Meru,Meru,Igembe South,Maua
13479,Ang'iya Dispensary,Homa Bay,Homa Bay,Mbita,Kasgunga
22975,Angogo dispensary,Migori,Migori,Awendo,North Sakwa
21236,Angola Community Dispensary,Kisumu,Kisumu,Kisumu East,Kolwa East
15800,Angurai Health Centre,Busia,Busia,Teso North,Ang'urai North
14206,Anin Dispensary,Elgeyo Marakwet,Elgeyo Marakwet,Keiyo North,Tambach
13480,Anjego Dispensary,Migori,Migori,Suna East,Kakrao
18871,Ankamia Dispensary,Meru,Meru,Tigania East,Thangatha
22963,Ankara Medical Centre,Garissa,Garissa,Garissa,Waberi
10029,Anmer Dispensary,Kiambu,Kiambu,Kiambu Town,Ting'ang'a
16323,Annet Dispensary,West Pokot,West Pokot,Pokot Central,Lomut
13481,Annex Clinic (Kenyenya),Kisii,Kisii,Bomachoge Borabu,Bombaba Borabu
19404,Annex health Care,Nairobi,Nairobi,Roysambu,Githurai
14207,Annex Hospital (Nakuru),Nakuru,Nakuru,Nakuru West,London
10031,Annex Laboratory,Laikipia,Laikipia,Laikipia East,Nanyuki
22002,Annex loc.Medical clinic,Laikipia,Laikipia,Laikipia West,Rumuruti Township
10032,Annex Medical Clinic (Muranga North),Muranga,Muranga,Mathioya,Kiru
14208,Annex Medical Clinic (Trans Nzoia West),Trans Nzoia,Trans Nzoia,Kiminini,Nabiswa
24301,Annointed Hands Clinic,Kakamega,Kakamega,Ikolomani,Idakho North
18816,Annointed Medical Clinic,Kakamega,Kakamega,Mumias East,Lusheya/Lubinu
10033,Annunciation Catholic Dispensary,Kiambu,Kiambu,Ruiru,Mwihoko
20688,Anole Dispensary,Wajir,Wajir,Eldas,Della
11930,Anona Dispensary,Marsabit,Marsabit,Moyale,Sololo
11222,Ansar Medical Clinic,Mombasa,Mombasa,Jomvu,Miritini
24035,Antaliya Hospital,Garissa,Garissa,Garissa,Iftin
18618,Antodevi Medical Clinic,Meru,Meru,Igembe South,Kiegoi/Antubochiu
10034,Antony Njogu Clinic,Laikipia,Laikipia,Laikipia East,Nanyuki
17718,Antubangai Catholic Dispensary,Meru,Meru,Igembe Central,Athiru Ruujine
23025,Antubetwe Kiongo Integrated Clinic,Meru,Meru,Igembe North,Antubetwe Kiongo
17068,Antubetwe Njoune Dispensary,Meru,Meru,Igembe Central,Igembe East
17067,Antubochiu Dispensary,Meru,Meru,Igembe South,Kiegoi/Antubochiu
23578,Anyiko Medical Clinic,Siaya,Siaya,Ugenya,East Ugenya
13482,Anyuongi Dispensary,Siaya,Siaya,Bondo,South Sakwa
21220,Anza Mapema Clinic,Kisumu,Kisumu,Kisumu Central,Railways
17649,AP Buru buru disp,Mandera,Mandera,Mandera East,Neboi
20425,AP Kanyonyoo Dispensary,Kitui,Kitui,Kitui Rural,Kwavonza/Yatta
15801,AP Line Dispensary,Kakamega,Kakamega,Lurambi,Shirere
21035,Apatit Dispensary,Busia,Busia,Teso South,Amukura Central
18348,APDK (Nairobi),Nairobi,Nairobi,Dagoretti North,Kileleshwa
11931,Apdk Dispensary (Machakos),Machakos,Machakos,Machakos,Machakos Central
24669,Apex specialist and diagnostic centre,Kiambu,Kiambu,Thika Town,Township
18671,Aphia Disc 1 Nanyuki Transport,Laikipia,Laikipia,Laikipia East,Nanyuki
23628,Apida Medical Clinic,Homa Bay,Homa Bay,Karachuonyo,Wang'chieng
25519,Apilo Dispensary,Migori,Migori,Nyatike,Got Kachola
15802,Apokor Dispensary,Busia,Busia,Teso South,Amukura Central
14209,Aposta Dispensary,Turkana,Turkana,Turkana West,Songot
15803,Apostles Dispensary,Kakamega,Kakamega,Butere,Marama Central
21136,Appex Hospital,Busia,Busia,Teso North,Malaba Central
18934,Appex Medical Clinic,Nandi,Nandi,Nandi Hills,Nandi Hills
15804,Approved Dispensary,Kakamega,Kakamega,Lurambi,Mahiakalo
11932,Approved School Dispensary (Machakos),Machakos,Machakos,Machakos,Muvuti/Kiima-kimwe
23751,Apsolid Diagnostic and Imaging Centre,Kilifi,Kilifi,Kilifi South,Shimo La Tewa
12871,APTC Health Centre,Nairobi,Nairobi,Embakasi East,Mihango
11933,Apu Dispensary,Isiolo,Isiolo,Isiolo,Burat
21168,Aqswaa Medical Clinic,Kwale,Kwale,Matuga,Kubo South
14210,Aquilla Flowers Medical Clinic,Nakuru,Nakuru,Naivasha,Maeilla
13290,Arabia Health Centre,Mandera,Mandera,Mandera East,Arabia
24041,Arabuko Forest Dispensary,Kilifi,Kilifi,Kilifi North,Matsangoni
24296,Arabuko Medical Clinic,Kilifi,Kilifi,Kilifi North,Sokoni
14211,Arama dispensary,Baringo,Baringo,Koibatek,Lembus Kwen
19761,Arara  ENT Clinic,Trans Nzoia,Trans Nzoia,Saboti,Matisi
23845,Ararat Medical Clinic,Bungoma,Bungoma,Kimilili,Kimilili
25471,Arawelo Medical Centre Limited,Nairobi,Nairobi,Langata,South C
13291,Arbajahan Health Centre,Wajir,Wajir,Wajir West,Arbajahan
16286,Arbajahan Nomadic Mobile Clinic,Wajir,Wajir,Wajir West,Ademasajide
13292,Arbaqueranso Dispensary,Wajir,Wajir,Wajir East,Khorof/Harar
10037,Arcade Medical Clinic,Nyeri,Nyeri,Mathira East,Karatina Town
10036,Arcade Medical Clinic (Ruiru),Nairobi,Nairobi,Kasarani,Mwiki
14212,Archers Post Health Centre,Samburu,Samburu,Samburu East,Waso
17202,Aren Medical Clinic,Kiambu,Kiambu,Limuru,Limuru Central
16810,Aresa Dispensary,Mandera,Mandera,Mandera East,Khalalio
13293,Argane Dispensary,Wajir,Wajir,Wajir South,Ibrahim Ure
24277,Arge Dispensary,Marsabit,Marsabit,Laisamis,Korr/Ngurunit
24438,Aries Clinic Limited,Kisii,Kisii,Kitutu Chache South,Kitutu Central
18319,Arimi Clinic and Laboratory,Embu,Embu,Manyatta,Kirimari
14213,Arimi Dispensary,Nakuru,Nakuru,Molo,Elburgon
23031,Arise Hospital Limited,Kiambu,Kiambu,Ruiru,Gatongora
13484,Arito Langi Health Centre,Kisumu,Kisumu,Seme,West Seme
14197,Arjijo Dispensary,Laikipia,Laikipia,Laikipia North,Mugogodo East
24384,Armofron Medical Centre,Migori,Migori,Kuria West,Bukira Central/Ikerege
18814,Armstrong Medical Clinic,Kakamega,Kakamega,Mumias East,Lusheya/Lubinu
13485,Aro (SDA) Dispensary,Siaya,Siaya,Bondo,North Sakwa
24758,Aroma Medical Centre,Kiambu,Kiambu,Githunguri,Githunguri
13486,Arombe Dispensary,Migori,Migori,Suna West,Wiga
17705,Arosa Dispensary,Marsabit,Marsabit,Moyale,Moyale Township
14214,Arpollo Dispensary,West Pokot,West Pokot,Pokot Central,Lomut
14215,Arroket Dispensary,Bomet,Bomet,Sotik,Rongena/Manaret
14216,Arror Health Centre,Elgeyo Marakwet,Elgeyo Marakwet,Marakwet West,Arror
23936,Arrow Dental Limited,Nairobi,Nairobi,Starehe,Nairobi Central
22239,Arrow Web Clinic,Nairobi,Nairobi,Embakasi East,Upper Savannah
12872,Arrow Web Maternity And Nursing Home,Nairobi,Nairobi,Embakasi Central,Kayole Central
25089,Arrows Care Medical Centre,Homa Bay,Homa Bay,Suba South,Gwassi North
14217,Arsim Lutheran Health Centre,Samburu,Samburu,Samburu North,Ndoto
22594,Aruba Dispensary,Trans Nzoia,Trans Nzoia,Cherangany,Sinyerere
25037,Arus dispensary,Nakuru,Nakuru,Rongai,Solai
23453,Asad Medical Centre,Garissa,Garissa,Fafi,Jarajila
10038,Asantey Clinic,Kiambu,Kiambu,Thika Town,Kamenu
13487,Asat Beach Dispensary,Kisumu,Kisumu,Seme,West Seme
16783,Asayi Dispensary,Siaya,Siaya,Gem,North Gem
25552,Asha Care Medical Consultants Clinic,Machakos,Machakos,Matungulu,Matungulu West
23977,Ashabit medical centre,Mandera,Mandera,Mandera North,Ashabito
13294,Ashabito Health Centre,Mandera,Mandera,Mandera North,Ashabito
21823,Ashadin Dispensary,Garissa,Garissa,Balambala,Balambala
17524,Ashburn Ohuru Nursing Home,Siaya,Siaya,Alego Usonga,South East Alego
11226,Ashraf Medical Clinic,Mombasa,Mombasa,Mvita,Mji Wa Kale/Makadara
12873,Aski Medical Clinic,Nairobi,Nairobi,Embakasi Central,Kayole North
15762,ASN Upendo Village Dispensary,Nakuru,Nakuru,Naivasha,Lake View
10039,ASPE Medical Clinic,Kiambu,Kiambu,Githunguri,Komothai
11229,Assa Dispensary,Tana River,Tana River,Garsen,Garsen West
10040,Assumption of Mary Health Centre,Muranga,Muranga,Gatanga,Ithanga
14218,Assumption Sisters Dispensary,Elgeyo Marakwet,Elgeyo Marakwet,Keiyo North,Kapchemutwa
18661,Assumption Sisters Mbooni Clinic,Makueni,Makueni,Mbooni,Mbooni
16987,Asumbi Annex Dispensary,Homa Bay,Homa Bay,Homa Bay Town,Homa Bay Central
24681,Asumbi Girls Medical Clinic,Homa Bay,Homa Bay,Rangwe,East Gem
13488,Asumbi Mission Hospital,Homa Bay,Homa Bay,Rangwe,East Gem
21118,Asumbi Teachers Training College,Homa Bay,Homa Bay,Rangwe,East Gem
18610,Atela Health Centre,Homa Bay,Homa Bay,Kabondo Kasipul,Kabondo East
13489,Atemo Health Centre,Homa Bay,Homa Bay,Kabondo Kasipul,Kojwach
18169,Athi Complex Community Centre,Machakos,Machakos,Athi River,Athi River
10041,Athi Dispensary,Kiambu,Kiambu,Juja,Kalimoni
24210,Athi Dispensary (Kitui South),Kitui,Kitui,Kitui South,Athi
24484,Athi Galaxy Complex Hospital,Kajiado,Kajiado,Kajiado East,Kaputiei North
11934,Athi Kamunyuni health Centre,Makueni,Makueni,Kibwezi East,Mtito Andei
22085,Athi Mission Clinic,Kitui,Kitui,Kitui South,Athi
11936,Athi River Health Centre,Machakos,Machakos,Athi River,Athi River
11937,Athi River Medical Services,Machakos,Machakos,Athi River,Athi River
13295,Athibohol Dispensary,Wajir,Wajir,Wajir West,Hadado/Athibohol
21803,Athipoint Medical Centre,Machakos,Machakos,Athi River,Athi River
19185,Athirunjine Runjine Dispensary,Meru,Meru,Igembe Central,Athiru Ruujine
14220,Atiar Dispensary,Baringo,Baringo,Baringo North,Bartabwa
21344,Atiir Dispensary,Turkana,Turkana,Turkana West,Songot
22879,ATIMIROS MEMORIAL HOSPITAL,Uasin Gishu,Uasin Gishu,Moiben,Kimumu
10042,Atlas Medical Clinic,Nyeri,Nyeri,Nyeri South,Iria-ini
20949,Aurora Medical Clinic,Kajiado,Kajiado,Kajiado North,Ngong
16531,Avenue Health Care,Lamu,Lamu,Lamu West,Mkomani
22197,Avenue Health Care (Eldoret),Uasin Gishu,Uasin Gishu,Soy,Kuinet/Kapsuswa
22332,Avenue Health Care (Garden City Mall),Nairobi,Nairobi,Ruaraka,Babandogo
19462,Avenue Health Care (Makadara,Nairobi,Nairobi,Makadara,Viwandani
13490,Avenue Health Care Clinic,Kisumu,Kisumu,Kisumu Central,Market Milimani
22562,Avenue Health Care Embakasi,Nairobi,Nairobi,Embakasi East,Embakasi
18817,Avenue Health Care Nakuru,Nakuru,Nakuru,Nakuru East,Biashara
23576,Avenue HealthCare (Changamwe Clinic),Mombasa,Mombasa,Changamwe,Kipevu
20628,Avenue Healthcare (Thika),Kiambu,Kiambu,Thika Town,Township
22897,Avenue Healthcare Clinic (Buruburu),Nairobi,Nairobi,Makadara,Harambee
22915,AVENUE HEALTHCARE GREENSPAN,Nairobi,Nairobi,Embakasi East,Upper Savannah
12874,Avenue Hospital,Nairobi,Nairobi,Westlands,Parklands/Highridge
20123,Avenue Hospital Kisumu,Kisumu,Kisumu,Kisumu Central,Railways
21286,Avenue House Medical Centre,Nairobi,Nairobi,Dagoretti North,Kilimani
21489,Awach Health Centre,Homa Bay,Homa Bay,Kabondo Kasipul,Kabondo West
13491,Awasi Mission Health Center,Kisumu,Kisumu,Nyando,Awasi/Onjiko
23248,Awenasa Medical Clinic,Siaya,Siaya,Alego Usonga,Siaya Township
18081,Awendo Jiwdendi Clinic,Siaya,Siaya,Bondo,Central Sakwa
13492,Awendo Sub County Hospital,Migori,Migori,Awendo,Central Sakwa
24851,Ayada Beach Medical Clinic,Siaya,Siaya,Bondo,South Sakwa
20475,Ayatya Dispensary,Baringo,Baringo,Baringo North,Barwessa
11232,Azimio Medical Centre,Mombasa,Mombasa,Mvita,Tudor
11938,Azimio Medical Clinic (Meru South),Tharaka Nithi,Tharaka Nithi,Chuka,Mugwe
21218,B & L Healthcare (Naivasha),Nakuru,Nakuru,Naivasha,Viwandani
24621,B.A.T company  Clinic,Kiambu,Kiambu,Thika Town,Kamenu
11939,B/Valley (PCEA) Clinic,Embu,Embu,Manyatta,Kirimari
10043,Baari Health centre,Nyandarua,Nyandarua,Ndaragwa,Kiritta
17273,Baawa Community Dispensary,Samburu,Samburu,Samburu North,Baawa
12875,Babadogo (EDARP),Nairobi,Nairobi,Ruaraka,Babandogo
12876,Babadogo Health Centre,Nairobi,Nairobi,Ruaraka,Babandogo
12877,Babadogo Medical Health Centre,Nairobi,Nairobi,Ruaraka,Babandogo
21320,Babito Medical Clinic,Kajiado,Kajiado,Loitokitok,Kuku
24278,Baby Blessing Medical Services,Nairobi,Nairobi,Embakasi East,Embakasi
22343,Bacasavi Medical Clinic,Trans Nzoia,Trans Nzoia,Kwanza,Bidii
24586,Bacioina Na Baciethe,Meru,Meru,Tigania East,Muthara
16477,Badana Dispensary,Isiolo,Isiolo,Garbatulla,Sericho
18423,Badanrero Dispensary,Marsabit,Marsabit,Moyale,Obbu
11940,Badassa Dispensary,Marsabit,Marsabit,Saku,Sagante/Jaldesa
17586,Badilika VCT,Nyamira,Nyamira,Nyamira North,Bokeira
19604,Badri Medical Clinic,Mombasa,Mombasa,Nyali,Kongowea
11233,Badria Medical Clinic,Mombasa,Mombasa,Nyali,Kongowea
19557,Bafana Medical Centre,Nairobi,Nairobi,Westlands,Kangemi
14222,Bagaria Dispensary,Nakuru,Nakuru,Njoro,Lare
17190,Bahai Dispensary,Bungoma,Bungoma,Kimilili,Kimilili
11234,Bahari Medical Clinic,Mombasa,Mombasa,Likoni,Timbwani
21238,Baharini Dispensary,Uasin Gishu,Uasin Gishu,Ainabkoi,Ainabkoi/Olare
23668,Baharini Medical Clinic,Uasin Gishu,Uasin Gishu,Turbo,Kiplombe
12878,Bahati Clinic,Nairobi,Nairobi,Makadara,Maringo/Hamza
22342,Bahati Community Hospital,Nairobi,Nairobi,Embakasi West,Umoja I
14223,Bahati Dispensary,Nakuru,Nakuru,Nakuru North,Bahati
14224,Bahati District Hospital,Nakuru,Nakuru,Nakuru North,Bahati
12879,Bahati Health Centre,Nairobi,Nairobi,Makadara,Maringo/Hamza
21204,Bahati Hospital(Joska),Machakos,Machakos,Matungulu,Matungulu West
21409,Bahati Medical Clinic,Nyandarua,Nyandarua,Oljoroorok,Gathanji
18161,Bahati Medical Clinic (Lugari),Kakamega,Kakamega,Lugari,Lumakanda
17733,Bahati Medical Clinic (Migori),Migori,Migori,Suna West,Ragana-oruba
23481,Bahati Memorial Clinic,Mombasa,Mombasa,Nyali,Kadzandani
23718,Bahati Tassia Medical Centre,Nairobi,Nairobi,Embakasi East,Embakasi
22577,Baibariu Dispensary,Meru,Meru,Igembe Central,Athiru Ruujine
16532,Bakarani Community Clinic,Mombasa,Mombasa,Nyali,Frere Town
11235,Bakarani Maternity and Nursing Home,Mombasa,Mombasa,Mvita,Majengo
23231,Bakari Medical Clinic,Kwale,Kwale,Msambweni,Ukunda
11236,Bakhita Dispensary,Kilifi,Kilifi,Malindi,Kakuyuni
20686,Baladul-Amin Dispensary,Wajir,Wajir,Eldas,Elnur/Tula Tula
13297,Balambala Clinic,Garissa,Garissa,Balambala,Balambala
13298,Balambala Sub-District Hospital,Garissa,Garissa,Balambala,Balambala
24270,Baldo Ippolita (Catholic) Health Centre,Nairobi,Nairobi,Embakasi South,Kware
11941,Balesa Dispensary,Marsabit,Marsabit,North Horr,Dukana
13299,Balich Dispensary,Garissa,Garissa,Balambala,Sankuri
20601,Balla Dispensary,Marsabit,Marsabit,Laisamis,Korr/Ngurunit
22995,Balozi Hospital LTD,Nairobi,Nairobi,Starehe,Nairobi South
13493,Bama Hospital,Siaya,Siaya,Alego Usonga,Siaya Township
11238,Bamba Maternity Nursing Home,Kilifi,Kilifi,Ganze,Bamba
11237,Bamba Sub County Hospital,Kilifi,Kilifi,Ganze,Bamba
23562,Bambino Children's and Medical Clinic,Nyeri,Nyeri,Nyeri South,Iria-ini
22264,Bambo Dispensary (Waranqara),Mandera,Mandera,Lafey,Waranqara
